id,@id,addr:city,addr:housenumber,addr:postcode,addr:street,alt_name,amenity,bench,bin,brand,brand:wikidata,bus,bus_stop,check_date:bin,check_date:lit,check_date:shelter,check_date:tactile_paving,covered,departures_board,description,former_name,highway,kerb,kerb:approach_aid,layer,level,lit,local_ref,material,name,name:en,name:es,network,network:short,network:wikidata,network:wikipedia,not:network:wikidata,note,opening_hours:covid19,operator,operator:short,operator:wikidata,operator:wikipedia,passenger_information_display,phone,public_transport,public_transport:version,ref,ref:signed,route,route_ref,seats,shade,shelter,source,source_ref,stop_id,surface,tactile_paving,towards,type,website,wheelchair,wheelchair:description,wikidata,wikipedia
node/6503533247,node/6503533247,,,,,,,no,no,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,"Anaheim & Fries (Metro 202, 232, 246 Southbound)",,,"Metro 202, 232, 246",,,,,,,,,,,,,platform,,,,,,,,no,,,,,,,,,,,,
node/6503533248,node/6503533248,,,,,,,,,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Anaheim & Fries (Metro 202 Northbound),,,Metro 202,,,,,,,,,,,,,platform,,,,,,,,,,,,,,,,,,,,
node/6503541738,node/6503541738,,,,,,,yes,no,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Anaheim & Neptune (Metro 202 Southbound),,,Metro 202,,,,,,,,,,,,,platform,,,,,,,,,,,,,,,,,,,,
node/6503541739,node/6503541739,,,,,,,no,no,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,"Anaheim & Neptune (Metro 202, 232, 246 Northbound)",,,"Metro 202, 232, 246",,,,,,,,,,,,,platform,,,,,,,,no,,,,,,,,,,,,
node/6503541740,node/6503541740,,,,,,,,,,,yes,,,,,,,,,,bus_stop,,,,,,,,DASH,,,,,,,,,,,,,,,,platform,,,,,,,,,,,,,,,,,,,,
node/6503560508,node/6503560508,,,,,,,no,no,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Anaheim & Wilmington,,,,,,,,,,,,,,,,platform,,,,,,,,no,,,,,,,,,,,,
node/6503560509,node/6503560509,,,,,,,,,,,yes,,,,,,,,,,bus_stop,,,,,,,,DASH,,,,,,,,,,,,,,,,platform,,,,,,,,,,,,,,,,,,,,
node/6503560510,node/6503560510,,,,,,,yes,yes,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,"Anaheim & Wilmington (Metro 202, 232, 246 Northbound)",,,"Metro 202, 232, 246",,,,,,,,,,,,,platform,,,,,,,,yes,,,,,,,,,,,,
node/6503560511,node/6503560511,,,,,,,,,,,yes,,,,,,,,,,bus_stop,,,,,,,,DASH,,,,,,,,,,,,,,,,platform,,,,,,,,,,,,,,,,,,,,
node/6503566817,node/6503566817,,,,,,,no,no,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Anaheim & Wilmington (Metro 202 Southbound),,,Metro 202,,,,,,,,,,,,,platform,,,,,,,,no,,,,,,,,,,,,
node/6505114614,node/6505114614,,,,,,,yes,yes,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Wilmington & F (Metro 202 Southbound),,,Metro 202,,,,,,,,,,,,,platform,,,,,,,,no,,,,,,,,,,,,
node/6505114615,node/6505114615,,,,,,,yes,yes,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,DASH,,,,,,,,,,,,,,,,platform,,,,,,,,no,,,,,,,,,,,,
node/6505119991,node/6505119991,,,,,,,yes,yes,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Wilmington & D (Metro 202 Southbound),,,Metro 202,,,,,,,,,,,,,platform,,,,,,,,no,,,,,,,,,,,,
node/6505122406,node/6505122406,,,,,,,no,no,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Wilmington & D (Metro 202 Northbound),,,Metro 202,,,,,,,,,,,,,platform,,,,,,,,no,,,,,,,,,,,,
node/6505137503,node/6505137503,,,,,,,no,no,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,C & Bay View (Metro 202 Northbound),,,Metro 202,,,,,,,,,,,,,platform,,,,,,,,no,,,,,,,,,,,,
node/6505142734,node/6505142734,,,,,,,no,no,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,C & Fries (Metro 202 Southbound),,,Metro 202,,,,,,,,,,,,,platform,,,,,,,,no,,,,,,,,,,,,
node/6505142735,node/6505142735,,,,,,,no,no,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,C & Fries (Metro 202 Northbound),,,Metro 202,,,,,,,,,,,,,platform,,,,,,,,no,,,,,,,,,,,,
node/6505144702,node/6505144702,,,,,,,no,no,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Avalon & D (Metro 202 Northbound & Southbound),,,Metro 202,,,,,,,,,,,,,platform,,,,,,,,no,,,,,,,,,,,,
node/6505208356,node/6505208356,,,,,,,no,no,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Vermont & Fountain,,,"DASH;Metro Local;DASH Clockwise",,,,,,,"Los Angeles County Metropolitan Transportation Authority;LADOT",,,,,,platform,,"2616",,,"204",,,no,,,,,,,,,yes,,,
node/6505228528,node/6505228528,,,,,,,,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Vermont & Santa Monica,,,"Metro Local;Metro Rapid;DASH;DASH Counterclockwise",,,,,,,"Metro;LADOT",,,,,,platform,,,,,,,,no,,,,,,,,,,,,
node/6507343722,node/6507343722,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Vermont & 1st,,,"Metro Local;DASH;DASH Wilshire Center/Koreatown Clockwise",,,,,,,"Metro;LADOT",,,,,,platform,,"2844",,,"201;204",,,yes,,,,,,,,,,,,
node/6507351853,node/6507351853,,,,,,,yes,yes,,,yes,,,,,,,,,,bus_stop,,,"1",,yes,,,Vermont & Rosewood,,,Metro Local,,Q77610,,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,,,,platform,,,,,,,,no,,,,,,,,,,,,
node/6507351854,node/6507351854,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Vermont & Rosewood,,,Metro Local,,Q77610,,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,,,,platform,,,,,,,,no,,,,,,,,,,,,
node/6507351855,node/6507351855,,,,,,,,,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Vermont & Beverly,,,Metro Local,,Q77610,,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,,,,platform,,,,,"204",,,no,,,,,,,,,,,,
node/6507411519,node/6507411519,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Vermont & 3rd,,,"Metro Rapid;DASH;DASH Wilshire Center/Koreatown Clockwise",,,,,,,"Metro;LADOT",,,,,,platform,,"2846",,,"754",,,no,,,,,,,,,,,,
node/6507411525,node/6507411525,,,,,,,yes,yes,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Vermont & 4th,,,"Metro Local;DASH;DASH Wilshire Center/Koreatown Clockwise",,,,,,,"Metro;LADOT",,,,,,platform,,"2847",,,"201;204",,,yes,,,,,,,,,,,,
node/6507411527,node/6507411527,,,,,,,yes,yes,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Vermont & 4th,,,"Metro Local;DASH;DASH Wilshire Center/Koreatown Counterclockwise",,,,,,,"Metro;LADOT",,,,,,platform,,"2804",,,"201;204",,,no,,,,,,,,,,,,
node/6507424066,node/6507424066,,,,,,,no,yes,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Vermont & 3rd,,,Metro Local,,Q77610,en:Metro Local,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,"201;204",,,no,,,,,,,,,,,,
node/6507424067,node/6507424067,,,,,,,yes,yes,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Vermont & 3rd,,,Metro Local,,Q77610,en:Metro Local,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,"201;204",,,yes,,,,,,,,,,,,
node/6507476966,node/6507476966,,,,,,,yes,yes,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Vermont & 6th,,,"Metro Local;DASH;DASH Wilshire Center/Koreatown Clockwise",,,,,,,"Metro;LADOT",,,,,,platform,,"2849",,,"204",,,yes,,,,,,,,,,,,
node/6507476971,node/6507476971,,,,,,,yes,yes,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Vermont & 6th,,,"Metro Local;DASH;DASH Wilshire Center/Koreatown Counterclockwise",,,,,,,LADOT,,,,,,platform,,"2802",,,"201;204",,,no,,,,,,,,,,,,
node/6507503940,node/6507503940,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Vermont & Wilshire,,,DASH,,Q112028960,,,,,Los Angeles Department of Transportation,,Q3259703,,,,platform,,,,,,,,no,,,,,,,,,,,,
node/6507503941,node/6507503941,,,,,,,yes,,,,yes,,,,,,,,Drop off only for 51 and 52,,bus_stop,,,,,,,,Vermont & Wilshire,,,"Metro Local;Metro Rapid",,,,,,,Metro,,,,,,platform,,,,,"51;52;754",,,no,,,,,,,,,,,,
node/6507503943,node/6507503943,,,,,,,no,no,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Vermont & Wilshire,,,"Metro Local;DASH",,,,,,,"Metro;LADOT",,,,,,platform,,,,,"51;52;204",,,no,,,,,,,,,,,,
node/6509961461,node/6509961461,,,,,,,yes,yes,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Vermont & 7th,,,"Metro Local;DASH;DASH Wilshire Center/Koreatown Counterclockwise",,,,,,,"Metro;LADOT",,,,,,platform,,"2829",,,,,,no,,,,,,,,,,,,
node/6509961464,node/6509961464,,,,,,,yes,yes,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Vermont & 7th,,,"Metro Local;DASH;DASH Wilshire Center/Koreatown Clockwise",,,,,,,"Metro;LADOT",,,,,,platform,,"2851",,,,,,no,,,,,,,,,,,,
node/6509983743,node/6509983743,,,,,,,yes,yes,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Vermont & 8th,,,"Metro Local;Metro Rapid;DASH;DASH Wilshire Center/Koreatown Counterclockwise",,,,,,,"Metro;LADOT",,,,,,platform,,"2828",,,,,,no,,,,,,,,,,,,
node/6509983744,node/6509983744,,,,,,,yes,yes,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Vermont & 8th,,,"Metro Local;Metro Rapid;DASH;DASH Wilshire Center/Koreatown Clockwise",,,,,,,"Metro;LADOT",,,,,,platform,,"2852",,,,,,yes,,,,,,,,,,,,
node/6510032415,node/6510032415,,,,,,,no,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Vermont & James M Wood,,,"Metro Local;DASH;DASH Wilshire Center/Koreatown Clockwise",,,,,,,"Metro;LADOT",,,,,,platform,,"2853",,,,,,no,,,,,,,,,,,,
node/6510032416,node/6510032416,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Vermont & James M Wood,,,"Metro Local;DASH;DASH Wilshire Center/Koreatown Counterclockwise",,,,,,,"Metro;LADOT",,,,,,platform,,"2827",,,,,,no,,,,,,,,,,,,
node/6510203226,node/6510203226,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Vermont & Venice,,,"Metro Local;Metro Rapid",,,,,,,,,,,,,platform,,,,,,,,no,,,,,,,,,,,,
node/6510203227,node/6510203227,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Vermont & Venice,,,"Metro Local;Metro Rapid",,,,,,,,,,,,,platform,,,,,,,,no,,,,,,,,,,,,
node/6510209562,node/6510209562,,,,,,,no,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Vermont & Pico,,,Metro Local,,Q77610,en:Los Angeles Metro Bus,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,,,,no,,,,,,,,,,,,
node/6510209563,node/6510209563,,,,,,,no,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Vermont & Pico,,,"Metro Local;Metro Rapid",,,,,,,Metro,,,,,,platform,,,,,,,,no,,,,,,,,,,,,
node/6510224926,node/6510224926,,,,,,,no,,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Vermont & 11th,,,Metro Local,,Q77610,en:Los Angeles Metro Bus,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,,,,no,,,,,,,,,,,,
node/6510224927,node/6510224927,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Vermont & 11th,,,Metro Local,,Q77610,en:Los Angeles Metro Bus,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,,,,no,,,,,,,,,,,,
node/6510311299,node/6510311299,,,,,,,no,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Vermont & Washington,,,"Metro Local;Metro Rapid",,,,,,,Metro,,,,,,platform,,,,,,,,no,,,,,,,,,,,,
node/6510311301,node/6510311301,,,,,,,yes,yes,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Vermont & Washington,,,Metro Local,,Q77610,en:Metro Local,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,,,,yes,,,,,,,,,,,,
node/6510311330,node/6510311330,,,,,,,no,yes,,,yes,,,,,,,,,,bus_stop,,,,,,,,Vermont & 24th,,,Metro Local,,Q77610,en:Metro Local,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,,,,no,,,,,no,,,,,,,
node/6510311331,node/6510311331,,,,,,,no,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Vermont & 24th,,,Metro Local,,Q77610,en:Metro Local,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,,,,no,,,,,,,,,,,,
node/6510311333,node/6510311333,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Vermont & Adams,,,"Metro Local;Metro Rapid",,,,,,,Metro,,,,,,platform,,,,,"204;754",,,no,,,,,,,,,,,,
node/6510311334,node/6510311334,,,,,,,yes,yes,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Vermont & Adams,,,"Metro Local;Metro Rapid",,,,,,,Metro,,,,,,platform,,,,,"204;754",,,no,,,,,,,,,,,,
node/6510335101,node/6510335101,,,,,,,yes,yes,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Vermont & 29th,,,Metro Local,,Q77610,en:Metro Local,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,,,,no,,,,,,,,,yes,,,
node/6510335102,node/6510335102,,,,,,,yes,yes,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Vermont & 29th,,,Metro Local,,Q77610,en:Metro Local,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,,,,no,,,,,,,,,yes,,,
node/6510341958,node/6510341958,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Vermont & Jefferson,,,Metro Rapid,,Q75436,en:Metro Rapid,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,"550;754",,,no,,,,,,,,,,,,
node/6510341959,node/6510341959,,,,,,,no,no,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Vermont & 35th,,,Metro Local,,Q77610,en:Metro Local,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,"15429",,,,,,no,,,"15429",,,,,,yes,,,
node/6510341960,node/6510341960,,,,,,,yes,yes,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Vermont & 35th,,,Metro Local,,Q77610,en:Metro Local,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,"07084",,,,,,yes,,,"07084",,,,,,yes,,,
node/6510353832,node/6510353832,,,,,,,yes,yes,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Vermont & Jefferson,,,Metro Rapid,,Q75436,en:Metro Rapid,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,"754",,,no,,,,,no,,,,yes,,,
node/6510353833,node/6510353833,,,,,,,yes,yes,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Vermont & Jefferson,,,Metro Local,,Q77610,en:Metro Local,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,"204",,,yes,,,,,,,,,yes,,,
node/6512287151,node/6512287151,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Vermont & 36th,,,Metro Local,,Q77610,en:Metro Local,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,"14039",,,"204",,,yes,,,,,,,,,,,,
node/6512287152,node/6512287152,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Vermont & 36th,,,"Metro Local;DASH",,Q77610,en:Metro Local,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,"05656",,,,,,yes,,,,,,,,,,,,
node/6512295675,node/6512295675,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Vermont & Exposition,,,"Metro Local;Metro Rapid",,,,,,,Metro,,,,,,platform,,"14017",,,"204;754",,,no,,,,,,,,,,,,
node/6512295676,node/6512295676,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Vermont & Exposition,,,"Metro Local;Metro Rapid;DASH",,,,,,,Metro,,,,,,platform,,"05635",,,"204;550;754",,,yes,,,,,,,,,,,,
node/6512300966,node/6512300966,,,,,,,no,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Vermont & Leighton,,,Metro Local,,Q77610,,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,,,,platform,,"05637",,,"204",,,no,,,,,,,,,,,,
node/6512300967,node/6512300967,,,,,,,no,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Vermont & Leighton,,,Metro Local,,Q77610,,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,,,,platform,,"14018",,,"204",,,no,,,,,,,,,,,,
node/6512303433,node/6512303433,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Vermont & 39th,,,Metro Local,,Q77610,,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,,,,platform,,"14041",,,"204",,,yes,,,,,,,,,,,,
node/6512303434,node/6512303434,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Vermont & 39th,,,Metro Local,,Q77610,,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,,,,platform,,"05658",,,"204",,,yes,,,,,,,,,,,,
node/6512317621,node/6512317621,,,,,,,,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Vermont & Martin Luther King Junior,,,"Metro Local;Metro Rapid",,"Q77610;Q75436",,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,,,,platform,,"15431",,,"204;754",,,,,,,,,,,,,,,
node/6512317622,node/6512317622,,,,,,,no,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Vermont & Martin Luther King Junior,,,"Metro Local;Metro Rapid",,"Q77610;Q75436",,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,,,,platform,,"11247",,,"204;754",,,no,,,,,,,,,,,,
node/6512331873,node/6512331873,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Vermont & 42nd,,,"DASH;Metro Local",,"Q112028960;Q77610",,,,,"Los Angeles Department of Transportation;Los Angeles County Metropolitan Transportation Authority",,"Q3259703;Q3259702",,,,platform,,"14043;1356;1541",,,,,,no,,,,,,,,,yes,,,
node/6512331875,node/6512331875,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Vermont & 42nd,,,"Metro Local;DASH",,"Q77610;Q112028960",,,,,"Los Angeles County Metropolitan Transportation Authority;Los Angeles Department of Transportation",,"Q3259702;Q3259703",,,,platform,,"05660",,,,,,no,,,"05660",,,,,,,,,
node/6512343554,node/6512343554,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Vermont & Vernon,,,"Metro Local;DASH",,"Q77610;Q112028960",,,,,"Los Angeles County Metropolitan Transportation Authority;Los Angeles Department of Transportation",,"Q3259702;Q3259703",,,,platform,,"14087",,,,,,yes,,,,,,,,,,,,
node/6512343555,node/6512343555,,,,,,,no,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Vermont & Vernon,,,Metro Local,,Q77610,,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,,,,platform,,"05700",,,,,,no,,,,,,,,,,,,
node/6512491097,node/6512491097,,,,,,,no,no,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Vermont & 46th,,,"Metro Local;DASH",,"Q77610;Q112028960",,,,,"Los Angeles County Metropolitan Transportation Authority;Los Angeles Department of Transportation",,"Q3259702;Q3259703",,,,platform,,"05661",,,,,,no,,,,,,,,,yes,,,
node/6512491099,node/6512491099,,,,,,,yes,yes,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Vermont & 46th,,,"DASH;Metro Local",,"Q112028960;Q77610",,,,,"Los Angeles Department of Transportation;Los Angeles County Metropolitan Transportation Authority",,"Q3259703;Q3259702",,,,platform,,"14044",,,,,,no,,,,,,,,,yes,,,
node/6514264647,node/6514264647,,,,,,,no,yes,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Vermont & 48th,,,"Metro Local;DASH",,"Q77610;Q112028960",,,,,"Los Angeles County Metropolitan Transportation Authority;Los Angeles Department of Transportation",,"Q3259702;Q3259703",,,,platform,,"05662",,,,,,yes,,,,,,,,,yes,,,
node/6514264652,node/6514264652,,,,,,,no,yes,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Vermont & 48th,,,"DASH;Metro Local",,"Q112028960;Q77610",,,,,"Los Angeles Department of Transportation;Los Angeles County Metropolitan Transportation Authority",,"Q3259703;Q3259702",,,,platform,,"14045",,,,,,no,,,,,,,,,yes,,,
node/6514337219,node/6514337219,,,,,,,yes,yes,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Vermont & 51st,,,Metro Local,,Q77610,,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,,,,platform,,"14047",,,,,,no,,,,,,,,,yes,,,
node/6514337220,node/6514337220,,,,,,,yes,yes,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Vermont & 51st,,,"Metro Local;DASH",,"Q77610;Q112028960",,,,,"Los Angeles County Metropolitan Transportation Authority;Los Angeles Department of Transportation",,"Q3259702;Q3259703",,,,platform,,"05664",,,,,,no,,,,,,,,,yes,,,
node/6514536938,node/6514536938,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Vermont & 56th,,,Metro Local,,Q77610,,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,,,,platform,,"05666",,,,,,no,,,,,,,,,yes,,,
node/6514536939,node/6514536939,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Vermont & 56th,,,Metro Local,,Q77610,,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,,,,platform,,"14051",,,,,,no,,,,,,,,,yes,,,
node/6514546393,node/6514546393,,,,,,,no,yes,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Vermont & 54th,,,"DASH;Metro Local",,"Q112028960;Q77610",,,,,"Los Angeles Department of Transportation;Los Angeles County Metropolitan Transportation Authority",,"Q3259703;Q3259702",,,,platform,,"14050;1561",,,,,,yes,,,,,,,,,yes,,,
node/6514546399,node/6514546399,,,,,,,yes,yes,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Vermont & 54th,,,"Metro Local;DASH",,"Q77610;Q112028960",,,,,"Los Angeles County Metropolitan Transportation Authority;Los Angeles Department of Transportation",,"Q3259702;Q3259703",,,,platform,,"05665",,,,,,yes,,,,,,,,,yes,,,
node/6514620717,node/6514620717,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Vermont & Slauson,,,"Metro Local;Metro Rapid",,"Q77610;Q75436",,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,,,,platform,,"140953",,,,,,no,,,,,,,,,,,,
node/6514620718,node/6514620718,,,,,,,,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Vermont & Slauson,,,Metro Rapid,,Q75436,,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,,,,platform,,,,,,,,no,,,,,,,,,,,,
node/6514620719,node/6514620719,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Vermont & 59th,,,DASH,,Q112028960,,,,,Los Angeles Department of Transportation,,Q3259703,,,,platform,,,,,,,,no,,,,,,,,,,,,
node/6514620720,node/6514620720,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Vermont & Slauson,,,Metro Local,,Q77610,,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,,,,platform,,"05698",,,,,,no,,,,,,,,,,,,
node/6514652834,node/6514652834,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Vermont & 60th,,,"Metro Local;DASH",,"Q77610;Q112028960",,,,,"Los Angeles County Metropolitan Transportation Authority;Los Angeles Department of Transportation",,"Q3259702;Q3259703",,,,platform,,"14053",,,,,,no,,,,,,,,,yes,,,
node/6514652835,node/6514652835,,,,,,,no,yes,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Vermont & 60th,,,"Metro Local;DASH",,"Q77610;Q112028960",,,,,"Los Angeles County Metropolitan Transportation Authority;Los Angeles Department of Transportation",,"Q3259702;Q3259703",,,,platform,,"05668",,,,,,no,,,,,,,,,yes,,,
node/6514686649,node/6514686649,,,,,,,yes,yes,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Vermont & Gage,,,"Metro Local;DASH",,"Q77610;Q112028960",,,,,"Los Angeles County Metropolitan Transportation Authority;Los Angeles Department of Transportation",,"Q3259702;Q3259703",,,,platform,,"14077",,,,,,no,,,,,,,,,yes,,,
node/6514686651,node/6514686651,,,,,,,yes,yes,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Vermont & Gage,,,"Metro Local;DASH",,"Q77610;Q112028960",,,,,"Los Angeles County Metropolitan Transportation Authority;Los Angeles Department of Transportation",,"Q3259702;Q3259703",,,,platform,,"05691",,,,,,yes,,,,,,,,,yes,,,
node/6514705063,node/6514705063,,,,,,,no,no,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Vermont & 66th,,,"Metro Local;DASH",,"Q77610;Q112028960",,,,,"Los Angeles County Metropolitan Transportation Authority;Los Angeles Department of Transportation",,"Q3259702;Q3259703",,,,platform,,"14054",,,,,,no,,,,,,,,,limited,seems to be a low curb,,
node/6514714117,node/6514714117,,,,,,,no,no,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Vermont & 69th,,,Metro Local,,Q77610,,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,,,,platform,,"14055",,,,,,no,,,,,,,,,limited,seems to be a low curb,,
