id,@id,addr:city,addr:housenumber,addr:postcode,addr:street,alt_name,amenity,bench,bin,brand,brand:wikidata,bus,bus_stop,check_date:bin,check_date:lit,check_date:shelter,check_date:tactile_paving,covered,departures_board,description,former_name,highway,kerb,kerb:approach_aid,layer,level,lit,local_ref,material,name,name:en,name:es,network,network:short,network:wikidata,network:wikipedia,not:network:wikidata,note,opening_hours:covid19,operator,operator:short,operator:wikidata,operator:wikipedia,passenger_information_display,phone,public_transport,public_transport:version,ref,ref:signed,route,route_ref,seats,shade,shelter,source,source_ref,stop_id,surface,tactile_paving,towards,type,website,wheelchair,wheelchair:description,wikidata,wikipedia
node/349443839,node/349443839,,,,,,,,,,,yes,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,stop_position,,,,,,,,,,,,,,,,,,,,
node/368062538,node/368062538,,,,,,,,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Foothill Transit 498,,,Foothill Transit,,Q5466493,en:Foothill Transit,,,,,,,,,,platform,,,,,"489;487;489;490;484",,,no,,,,,,,,,,,,
node/496615367,node/496615367,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Weyburn Terrace,,,"Bruin Bus;Big Blue Bus",,Q4905149,en:Big Blue Bus,,,,"Bruin Bus;Big Blue Bus",,Q47164,,,,platform,,,,,,,,yes,,,,,,,,,,,,
node/566578357,node/566578357,,,,,,,,,,,yes,,,,,,,,,,bus_stop,,,,,,,,"Lot 32;Kinross",,,"Big Blue Bus;Culver CityBus;Long Beach Transit",,"Q4905149;Q5193719;Q6672372","en:Big Blue Bus;en:Culver CityBus;en:Long Beach Transit",,,,"Big Blue Bus;Culver City;Long Beach Transit",,,,,,platform,,"5254",,,"6;18;405",,,yes,,,,,,,,,,,,
node/581233888,node/581233888,,,,,,,,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Manchester / Gulana,,,Metro Local,,Q77610,,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,,,,platform,,"16089",,,"115",,,no,,,,,,,,,,,,
node/607902549,node/607902549,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,4th & Chicago,,,Montebello Bus Lines,,Q6905005,,,,,City of Montebello,,Q664503,,,,platform,,,,,"40",,,no,,,,,,,,,,,,
node/607902559,node/607902559,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,4th & Evergreen,,,"Metro Local;Montebello Bus Lines",,"Q77610;Q6905005",,,,,"Los Angeles County Metropolitan Transportation Authority;City of Montebello",,"Q3259702;Q664503",,,,platform,,,,,"605;40",,,no,,,,,,,,,,,,
node/607902563,node/607902563,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,4th & Fresno,,,"Metro Local;Montebello Bus Lines",,"Q77610;Q6905005",,,,,"Los Angeles County Metropolitan Transportation Authority;City of Montebello",,"Q3259702;Q664503",,,,platform,,,,,"605;40",,,no,,,,,,,,,,,,
node/607954831,node/607954831,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,4th & Gless,,,Montebello Bus Lines,,Q6905005,,,,,City of Montebello,,Q664503,,,,platform,,,,,,,,yes,,,,,,,,,,,,
node/607954832,node/607954832,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,4th & Gless,,,Montebello Bus Lines,,Q6905005,,,,,City of Montebello,,Q664503,,,,platform,,,,,"40",,,yes,,,,,,,,,,,,
node/607992227,node/607992227,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,3rd & Los Angeles,,,Montebello Bus Lines,,Q6905005,en:Montebello Bus Lines,,,,City of Montebello,,Q664503,"en:Montebello, California",,,platform,,,,,,,,no,,AM909_DSCR0359,,,,,,,,,,
node/608887609,node/608887609,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,3rd & Witmer,,,"Metro Local;DASH",,Q77610,en:Los Angeles Metro Bus,,,,"Los Angeles County Metropolitan Transportation Authority;Los Angeles Department of Transportation",,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,,,,no,,,,,,,,,,,,
node/608887611,node/608887611,,,,,,,yes,no,,,yes,,,,,,,,,,bus_stop,,,,,,,,3rd & Witmer,,,"Metro Local;DASH",,Q77610,en:Los Angeles Metro Bus,,,,"Los Angeles County Metropolitan Transportation Authority;Los Angeles Department of Transportation",,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,"16",,,no,,,,,no,,,,,,,
node/608887614,node/608887614,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,3rd & Union,,,"Metro Local;DASH",,Q77610,en:Los Angeles Metro Bus,,,,"Los Angeles County Metropolitan Transportation Authority;Los Angeles Department of Transportation",,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,"16",,,no,,,,,,,,,,,,
node/608887615,node/608887615,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,3rd & Union,,,"Metro Local;DASH",,Q77610,en:Los Angeles Metro Bus,,,,"Los Angeles County Metropolitan Transportation Authority;Los Angeles Department of Transportation",,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,,,,yes,,,,,,,,,,,,
node/608887623,node/608887623,,,,,,,yes,no,,,yes,,,,,,,,,,bus_stop,,,,,,,,3rd & Lucas,,,Metro Local,,Q77610,en:Los Angeles Metro Bus,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,"16",,,no,,,,,no,,,,,,,
node/608887625,node/608887625,,,,,,,,,,,yes,,,,,,,,,,bus_stop,,,,,,,,3rd & Lucas,,,DASH,,Q112028960,,,,,Los Angeles Department of Transportation,,Q3259703,,,,platform,,,,,Pico Union / Echo Park,,,no,"survey, image, usgs_imagery",AM909_DSCR0387,,,,,,,,,,
node/608956374,node/608956374,,,,,,,no,,,,yes,,,,,,,,,,bus_stop,,,,,,,,3rd & Occidental,,,Metro Local,,Q77610,en:Los Angeles Metro Bus,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,"16",,,no,,,,,,,,,,,,
node/608956376,node/608956376,,,,,,,no,,,,yes,,,,,,,,,,bus_stop,,,,,,,,3rd & Hoover,,,Metro Local,,Q77610,en:Los Angeles Metro Bus,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,"16",,,no,,,,,,,,,,,,
node/608956382,node/608956382,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,3rd & Virgil,,,Metro Local,,Q77610,en:Los Angeles Metro Bus,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,"16",,,yes,,,,,,,,,,,,
node/608956383,node/608956383,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,3rd & Virgil,,,Metro Local,,Q77610,en:Los Angeles Metro Bus,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,"16",,,yes,,,,,,,,,,,,
node/608956385,node/608956385,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,3rd & Bonnie Brae,,,"Metro Local;DASH",,Q77610,en:Los Angeles Metro Bus,,,,"Los Angeles County Metropolitan Transportation Authority;Los Angeles Department of Transportation",,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,"16",,,yes,,,,,,,,,,,,
node/608956388,node/608956388,,,,,,,no,,,,yes,,,,,,,,,,bus_stop,,,,,,,,3rd & Grand View,,,Metro Local,,Q77610,en:Los Angeles Metro Bus,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,"16",,,no,,,,,,,,,,,,
node/608956391,node/608956391,,,,,,,no,,,,yes,,,,,,,,,,bus_stop,,,,,,,,3rd & Rampart,,,Metro Local,,Q77610,en:Los Angeles Metro Bus,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,"16",,,no,,,,,,,,,,,,
node/609065142,node/609065142,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Western & 5th,,,"Metro Local;DASH;DASH Southbound;DASH Wilshire Center/Koreatown Counterclockwise",,Q77610,en:Metro Local,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,"2813",,,"207",,,no,"survey;image;usgs_imagery",AM909_DSCR0453,,,,,,,,,,
node/609065162,node/609065162,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Western & 6th,,,"DASH;DASH Wilshire Center/Koreatown Counterclockwise",,Q112028960,,,,,Los Angeles Department of Transportation,,Q3259703,,,,platform,,"2814",,,,,,no,"survey;image;usgs_imagery",AM909_DSCR0457,,,,Wilshire Center / Koreatown,,,,,,
node/609065167,node/609065167,,,,,,,yes,yes,,,yes,,,,,,,,,,bus_stop,,,,,,,,Western & 3rd,,,"Metro Rapid;DASH;DASH Hollywood/Wilshire Southbound;DASH Wilshire Center/Koreatown Counterclockwise",,Q75436,en:Metro Rapid,,,,"Los Angeles County Metropolitan Transportation Authority;LADOT",,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,"2519",,,"757",,,no,"survey;image;usgs_imagery",AM909_DSCR0450,,,no,,,,,,,
node/609065177,node/609065177,,,,,,,no,yes,,,yes,,,,,,,,,,bus_stop,,,,,,,,Western & 4th,,,"DASH;DASH Southbound;DASH Wilshire Center/Koreatown Counterclockwise",,,,,,,LADOT,,,,,,platform,,"2520",,,,,,no,"survey;image;usgs_imagery",AM909_DSCR0451,,,,,,,,,,
node/609065215,node/609065215,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,3rd & Western,,,Metro Local,,Q77610,en:Metro Local,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,"16;17;316",,,yes,"survey;image;usgs_imagery",AM909_DSCR0449,,,,,,,,,,
node/609065227,node/609065227,,,,,,,no,,,,yes,,,,,,,,,,bus_stop,,,,,,,,3rd & Hobart,,,"Metro Local;DASH;DASH Wilshire Center/Koreatown Counterclockwise",,,,,,,"Metro;LADOT",,,,,,platform,,"2810",,,,,,no,,,,,,,,,,,,
node/609065239,node/609065239,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Wilshire & Normandie,,,Metro Local,,Q77610,en:Metro Local,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,"20",,,no,"survey;image;usgs_imagery",AM909_DSCR0475,,,,,,,,,,
node/609065319,node/609065319,,,,,,,no,,,,yes,,,,,,,,,,bus_stop,,,,,,,,3rd & Alexandria,,,"Metro Local;DASH;DASH Wilshire Center/Koreatown Counterclockwise",,,,,,,"Metro;LADOT",,,,,,platform,,"2807",,,,,,no,,,,,,,,,,,,
node/609065328,node/609065328,,,,,,,yes,no,,,yes,,,,,,,,,,bus_stop,,,,,,,,3rd & Catalina,,,"Metro Local;DASH;DASH Wilshire Center/Koreatown Counterclockwise",,,,,,,"Metro;LADOT",,,,,,platform,,"2806",,,,,,no,,,,,no,,,,,,,
node/609065334,node/609065334,,,,,,,yes,no,,,yes,,,,,,,,,,bus_stop,,,,,,,,3rd & New Hampshire,,,"DASH;DASH Wilshire Center/Koreatown Counterclockwise",,Q112028960,,,,,Los Angeles Department of Transportation,,Q3259703,,,,platform,,"2805",,,,,,no,,,,,no,,,,,,,
node/609079851,node/609079851,,,,,,,no,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Wilshire & Vermont,,,"Metro Local;Metro Rapid",,,,,,,Metro,,,,,,platform,,,,,"20;720",,,yes,,,,,,,,,,,,
node/609079854,node/609079854,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Wilshire & Westmoreland,,,Metro Local,,Q77610,en:Los Angeles Metro Bus,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,"20",,,yes,,,,,,,,,,,,
node/609104093,node/609104093,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Wilshire & Park View,,,Metro Local,,Q77610,en:Los Angeles Metro Bus,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,"20",,,yes,,,,,,,,,,,,
node/609104101,node/609104101,,,,,,,yes,yes,,,yes,,,,,,,,,,bus_stop,,,,,yes,,,Wilshire & Park View,,,Metro Local,,Q77610,en:Los Angeles Metro Bus,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,"16741",,,"20",,,yes,,,,,no,,,,,,,
node/609104115,node/609104115,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Wilshire & Coronado,,,Metro Local,,Q77610,en:Los Angeles Metro Bus,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,"20",,,no,,,,,,,,,,,,
node/610178472,node/610178472,,,,,,,no,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Alvarado & Maryland,,,Metro Local,,Q77610,en:Los Angeles Metro Bus,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,"2",,,no,,,,,,,,,,,,
node/610178477,node/610178477,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Alvarado & 3rd,,,Metro Local,,Q77610,en:Los Angeles Metro Bus,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,,,,yes,,,,,,,,,,,,
node/610178497,node/610178497,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Alvarado & Beverly,,,"Metro Local;DASH",,Q77610,en:Los Angeles Metro Bus,,,,"Los Angeles County Metropolitan Transportation Authority;Los Angeles Department of Transportation",,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,"200",,,yes,,,,,,,,,,,,
node/610178502,node/610178502,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Alvarado & Temple,,,Metro Local,,Q77610,en:Los Angeles Metro Bus,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,,,,no,,,,,,,,,,,,
node/610178504,node/610178504,,,,,,,no,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Alvarado & 101 Freeway,,,Metro Local,,Q77610,en:Los Angeles Metro Bus,,Sheltered because it's under bridge,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,"200",,,yes,,AM909_DSCR0535,,,,,,,,,,
node/610178506,node/610178506,,,,,,,no,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Alvarado & Kent,,,Metro Local,,Q77610,en:Los Angeles Metro Bus,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,"200",,,,,,no,,,,,,,,,,,,
node/610178508,node/610178508,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Sunset & Alvarado,,,Metro Local,,Q77610,en:Los Angeles Metro Bus,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,,,,no,,,,,,,,,,,,
node/610180419,node/610180419,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Echo Park & Montana,,,Commuter Express,,Q112028995,,Q112028960,,,Los Angeles Department of Transportation,,Q3259703,,,,platform,,,,,,,,yes,,,,,,,,,,,,
node/610180420,node/610180420,,,,,,,no,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Echo Park & Armitage,,,DASH,,Q112028960,,,,,Los Angeles Department of Transportation,,Q3259703,,,,platform,,,,,,,,no,,,,,,,,,,,,
node/610180422,node/610180422,,,,,,,no,no,,,yes,,,,,,,,,,bus_stop,,,,,no,,,Echo Park & Ewing,,,DASH,,Q112028960,,,,,Los Angeles Department of Transportation,,Q3259703,,,,platform,,"4052",,,,,,no,,,,,,,,,,,,
node/610180424,node/610180424,,,,,,,no,no,,,yes,,,,,,,,,,bus_stop,,,,,no,,,Echo Park & Baxter,,,DASH,,Q112028960,,,,,Los Angeles Department of Transportation,,Q3259703,,,,platform,,"4052",,,,,,no,,,,,,,,,,,,
node/610186121,node/610186121,,,,,,,no,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Sunset & Figueroa,,,Metro Local,,Q77610,en:Metro Local,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,,,,no,,,,,,,,,,,,
node/610186141,node/610186141,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Cesar E Chavez & Grand,,,"Metro Local;DASH",,Q77610,en:Los Angeles Metro Bus,,,,"Los Angeles County Metropolitan Transportation Authority;Los Angeles Department of Transportation",,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,,,,yes,,,,,,"Downtown LA, Hill / Venice;Downtown LA, South Park 24hr;Imperial Green/Blue Line Stn;Artesia Blue Line Stn;Downtown LA, Hill / Venice M-F PM Rush Hr Ltd;Imperial Green/Blue Line Stn M-F PM Rush Hr Ltd",,,,,,
node/610186164,node/610186164,,,,,,,no,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Sunset & Portia,,,Metro Local,,Q77610,,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,,,,platform,,,,,,,,no,,,,,,,,,,,,
node/610186165,node/610186165,,,,,,,no,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Sunset & Douglas,,,Metro Local,,Q77610,,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,,,,platform,,,,,,,,no,,,,,,,,,,,,
node/613372876,node/613372876,,,,,,,,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Washington/Alameda Railroad,,,Montebello Bus Lines,,Q6905005,,,,,City of Montebello,,Q664503,,,,platform,,,,,"50",,,no,,,,,,,,,,,,
node/613372891,node/613372891,,,,,,,no,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Washington & Santa Fe,,,Montebello Bus Lines,,Q6905005,,,,,City of Montebello,,Q664503,,,,platform,,,,,"50",,,no,,,,,,,,,,,,
node/613483952,node/613483952,,,,,,,,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Washington & Hooper,,,Montebello Bus Lines,,Q6905005,,,,,City of Montebello,,Q664503,,,,platform,,,,,"50",,,no,,,,,,,,,,,,
node/613483967,node/613483967,,,,,,,,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Washington & Long Beach,,,Montebello Bus Lines,,Q6905005,,,,,City of Montebello,,Q664503,,,,platform,,,,,"50",,,no,"survey;image;usgs_imagery",AM909_DSCR9496,,,,,,,,,,
node/613483976,node/613483976,,,,,,,no,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Washington & Hooper,,,Montebello Bus Lines,,Q6905005,,,,,City of Montebello,,Q664503,,,,platform,,,,,"50",,,no,,,,,,,,,,,,
node/613484101,node/613484101,,,,,,,no,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Santa Fe & 15th,,,Metro Local,,Q77610,,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,,,,platform,,,,,"60",,,no,"survey;image;usgs_imagery",AM909_DSCR9512,,,,,,,,,,
node/614016809,node/614016809,,,,,,,no,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Broadway & Alpine,,,DASH,,Q112028960,,,,,Los Angeles Department of Transportation,,Q3259703,,,,platform,,,,,B,,,no,,,,,,,,,,,,
node/614016811,node/614016811,,,,,,,no,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Broadway & Alpine,,,Metro Local,,Q77610,,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,,,,platform,,,,,,,,no,,,,,,,,,,,,
node/614016814,node/614016814,,,,,,,no,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Alameda & College,,,"DASH;Santa Clarita Transit",,"Q112028960;Q5123908",,,,,Los Angeles Department of Transportation,,Q3259703,,,,platform,,,,,,,,no,"survey;image;usgs_imagery",AM909_DSCR9578,,,,,,,,,,
node/614131013,node/614131013,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Huntington & Soto,,,Metro Local,,Q77610,,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,,,,platform,,,,,,,,no,,,,,,,,,,,,
node/614131299,node/614131299,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Huntington & Monterey,,,Metro Local,,Q77610,,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,,,,platform,,,,,"78;179",,,yes,,,,,,,,,,,,
node/614150004,node/614150004,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,"3",,Rose Hill Transit Center,,,Metro Local,,Q77610,,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,,,,platform,,,,,"179",,,yes,,,,,,,,,,,,
node/614150005,node/614150005,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,"2",,Rose Hill Transit Center,,,Metro Local,,Q77610,,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,,,,platform,,,,,"182",,,yes,,,,,,,,,,,,
node/633175566,node/633175566,,,,,,,,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Vermont/Francisco,,,,,,,,,,,,,,,,platform,,"205;550",,,,,,no,"survey;image;usgs_imagery",AM909_DSCS3016,,,,"San Pedro;San Pedro",,,,,,
node/633175652,node/633175652,,,,,,,,,,,yes,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,platform,,,,,,,,yes,"survey;image;usgs_imagery",AM909_DSCS3011,,,,,,,,,,
node/633175653,node/633175653,,,,,,,,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Vermont/186th St.,,,,,,,,,,,,,,,,platform,,"130;205",,,,,,no,"survey;image;usgs_imagery",AM909_DSCS3007,,,,,,,,,,
node/633931072,node/633931072,,,,,,,,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Metro,,,,,,,,,,,,,,,,platform,,"205",,,,,,no,"survey;image;usgs_imagery",AM909_DSCS3085,,,,San Pedro,,,,,,
node/634261489,node/634261489,,,,,,,,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Metro,,,,,,,,,,,,,,,,platform,,"246;247",,,,,,yes,"survey;image;usgs_imagery",AM909_DSCS3139,,,,"Artesia Transit Ctr;Artesia Transit Ctr",,,,,,
node/634261498,node/634261498,,,,,,,,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Metro,,,,,,,,,,,,,,,,platform,,"246;247",,,,,,yes,"survey;image;usgs_imagery",AM909_DSCS3142,,,,"Artesia Transit Ctr;Artesia Transit Ctr",,,,,,
node/634864335,node/634864335,,,,,,,,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Metro,,,Metro Local,,Q77610,,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,,,,platform,,"232",,,,,,no,"survey;image;usgs_imagery",AM909_DSCS3176,,,,,,,,,,
node/665697366,node/665697366,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,"Lot 36;Kinross",,,"Big Blue Bus;Culver CityBus;Long Beach Transit;Bruin Bus",,"Q4905149;Q5193719;Q6672372","en:Big Blue Bus;en:Culver CityBus;en:Long Beach Transit",,,,"Bruin Bus;Big Blue Bus;Culver City;Long Beach Transit;UCLA",,,,,,platform,,"5253",,,"Campus Express;18;6",,,yes,,,,,,,,,,,,
node/757109815,node/757109815,,,,,,,no,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Fountain & Serrano,,,"DASH;DASH Counterclockwise",,Q112028960,,,,,Los Angeles Department of Transportation,,Q3259703,,,,platform,,"2678",,,DASH,,,no,,,,,,,,,,,,
node/757109842,node/757109842,,,,,,,no,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Fountain & Serrano,,,"DASH;DASH Clockwise",,Q112028960,,,,,Los Angeles Department of Transportation,,Q3259703,,,,platform,,"2625",,,"175",,,no,,,,,,,,,,,,
node/757124206,node/757124206,,,,,,,no,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Fountain & Harvard,,,"DASH;DASH Clockwise",,Q112028960,,,,,Los Angeles Department of Transportation,,Q3259703,,,,platform,,"2624",,,,,,no,,,,,,,,,,,,
node/757124223,node/757124223,,,,,,,,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Fountain & Hobart,,,"DASH;DASH Counterclockwise",,Q112028960,,,,,Los Angeles Department of Transportation,,Q3259703,,,,platform,,"2679",,,DASH,,,no,survey,,,,,,,,,,,
node/757239566,node/757239566,,,,,,,no,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Fountain & Virgil,,,Metro Local,,Q77610,en:Los Angeles Metro Bus,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,,,,no,,,,,,,,,,,,
node/757239589,node/757239589,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Fountain & Hoover,,,Metro Local,,Q77610,en:Los Angeles Metro Bus,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,"175",,,no,,,,,,,,,,,,
node/757759911,node/757759911,,,,,,,no,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Mercury & Huntington,,,Metro Local,,Q77610,,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,,,,platform,,,,,"252",,,no,,,,,,,,,,,,
node/784290526,node/784290526,,,,,,,yes,yes,,,yes,,,,,,,,,,bus_stop,,,,,,,,Sylmar Station via Glendale-Glenoaks,,,,,,,,,,LACMTA,,,,,,platform,,,,"292",,,,no,,,,,no,,,,,,,
node/806649048,node/806649048,,,,,,,no,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Avenue 43 & Mosher,,,Metro Local,,Q77610,,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,,,,platform,,,,,,,,no,,,,,,,,,,,,
node/865900122,node/865900122,,,,,,,no,no,,,yes,,,,,,,,,,bus_stop,,,,,,,,Pacific Coast Highway & Temescal Canyon,,,"Metro Express;Beach Bus",,,,,,,"Metro;LA County",,,,,,platform,,,,,"534",,,no,"usgs_imagery_2006;survey;image",AM909_DSCS6389,,,no,,,,,,,
node/933320734,node/933320734,,,,,,,no,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Cesar E Chavez & Broadway,,,"Metro Local;DASH",,Q77610,en:Los Angeles Metro Bus,,,,"Los Angeles County Metropolitan Transportation Authority;Los Angeles Department of Transportation",,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,,,,no,,,,,,,,,,,,
node/933320743,node/933320743,,,,,,,yes,,,,yes,,,,,,,,,,bus_stop,,,,,,,,Sunset & Beaudry,,,Metro Local,,Q77610,en:Metro Local,,,,Los Angeles County Metropolitan Transportation Authority,,Q3259702,en:Los Angeles County Metropolitan Transportation Authority,,,platform,,,,,,,,yes,,,,,,,,,,,,
